,_index,_type,_id,_score,sort,redVarietal,isVQA,subCategory,consumerRating,featured,_isLimitedTimeOffer,regularPrice,isCraft,isDraft,promotionStartDate,whiteVarietal,tastingDescription,_promotionStartDate,_all_featured,promotionEndDate,isBCSpirit,sku,isLimitedTimeOffer,_featured,image,availableUnits,last_updated,subRegion,unitSize,upc,_blacklist,isDealcoholizedWine,volume,certificates,name,style,countryName,isBCCraft,region,statusCode,status,color,grapeType,isOrganic,storeCount,nameSuffix,alcoholPercentage,productCategory,isExclusive,all_featured,restrictionCode,productSubCategory,namePrefix,countryCode,isOntarioVQA,class,productType,isKosher,_whitelist,inventoryCode,currentPrice,sweetness,isNew,all_promotions,promotions,nameSanitized,isBCVQA,_promotionEndDate,votes,category,ribbons,isImageCacheFile,category_id,subCategory_id,class_id,totalVolume,totalPrice,totalAlcoholContent,alcoholCost,storePercent
10,bcls,product,439950,0.25404036,ASAHI SUPER DRY,,,Import Beer,3.7,[],,16.49,False,False,,,"Save the GST from December 14, 2024 to February 15, 2025*
When Asahi Super Dry was first created in 1987, it redefined the beer category and introduced the world to a new taste in beer. Today, Asahi Super Dry is Japan's number one beer. Inspired by dry sake, Asahi invented the world's first super dry beer. Dry and crisp with a quick, clean finish, it leaves you refreshed and ready for the next sip, next bite of food, or next discovery.
",,[],,,439950,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/439950.jpeg,1967,2025-02-13 14:10:01,,6,"['08855366005600', '08855366007604', '00038766363343', '05060006410093', '08008440249104', '08008440549204']",False,,0.33,[],ASAHI SUPER DRY,Pilsner,Italy,False,,2,2,,,False,113.0,ASAHI SUPER DRY,0.052000000000000005,Import Beer,False,[],SR,,,IT,,Other Country Beer,,False,False,0,16.49,,False,,,asahi super dry,,,231,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1007,1193,3894.66,32435.829999999998,0.10296000000000001,160.15928515928513,0.5707070707070707
11,bcls,product,265620,0.25031573,ASAHI SUPER DRY 0.0%,,,De-Alcoholized Product,4.3,['Non-Alcoholic Products'],,11.29,,,,,"Save the GST from December 14, 2024 to February 15, 2025*
A new non-alcoholic lager that won't settle for anything less than superior quality. Brewed to deliver the same invigorating refreshment as Japan's No. 1 Beer: our signature super dry taste, now with zero alcohol.
",,[],,,265620,,['Non-Alcoholic Products'],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/265620.jpeg,1800,2025-02-13 14:10:01,,6,['08008440544025'],False,,0.33,[],ASAHI SUPER DRY 0.0%,,Italy,False,,2,2,,,False,130.0,ASAHI SUPER DRY 0.0%,0.0001,De-Alcoholized Beer,False,[],SR,,,IT,,Beer And Refreshment De-Alcoholized Product,,False,False,0,11.29,,False,"[{'urlAlias': '/promotion/non-alcoholic', 'name': 'Non-Alcoholic Products', 'promoCode': '2024NOALCOHOL', 'published': True, 'shortName': ''}]","[{'urlAlias': '/promotion/non-alcoholic', 'name': 'Non-Alcoholic Products', 'promoCode': '2024NOALCOHOL', 'published': True, 'shortName': ''}]",asahi super dry 0.0%,,,51,General Merchandise,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1009,1128,3564.0,20322.0,0.00019800000000000002,57020.202020202014,0.6565656565656566
12,bcls,product,541201,0.25031573,ASAHI SUPER DRY BIG CAN,,,Import Beer,4.0,[],,17.29,False,False,,,"Save the GST from December 14, 2024 to February 15, 2025*
When Asahi Super Dry was first created in 1987, it redefined the beer category and introduced the world to a new taste in beer. Today, Asahi Super Dry is Japan's number one beer. Inspired by dry sake, Asahi invented the world's first super dry beer. Dry and crisp with a quick, clean finish, it leaves you refreshed and ready for the next sip, next bite of food, or next discovery.
",,[],,,541201,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/541201.jpeg,130,2025-02-13 14:10:01,,1,"['00626990005148', '04901004007810']",False,,2.0,[],ASAHI SUPER DRY BIG CAN,Pilsner,Japan,False,,2,2,,,False,18.0,ASAHI SUPER DRY BIG CAN,0.05,Import Beer,False,[],SR,,,JP,,Asia And South Pacific Beer,,False,False,0,17.29,,False,,,asahi super dry big can,,,285,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1007,1186,260.0,2247.7,0.1,172.89999999999998,0.09090909090909091
13,bcls,product,332880,0.25031573,ATHLETIC BREWING - RUN WILD NON ALCOHOLIC IPA CAN,,,De-Alcoholized Product,3.8,['Non-Alcoholic Products'],,12.99,,,,,"Save the GST from December 14, 2024 to February 15, 2025*
No Alcohol.
",,[],,,332880,,['Non-Alcoholic Products'],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/332880.jpeg,781,2025-02-13 14:10:01,,6,['00855352008057'],False,,0.355,[],ATHLETIC BREWING - RUN WILD NON ALCOHOLIC IPA CAN,,USA,False,,2,2,,,False,111.0, RUN WILD NON ALCOHOLIC IPA CAN,0.005,De-Alcoholized Beer,False,[],SR,,ATHLETIC BREWING ,US,,Beer And Refreshment De-Alcoholized Product,,False,False,0,12.99,,False,"[{'urlAlias': '/promotion/non-alcoholic', 'name': 'Non-Alcoholic Products', 'promoCode': '2024NOALCOHOL', 'published': True, 'shortName': ''}]","[{'urlAlias': '/promotion/non-alcoholic', 'name': 'Non-Alcoholic Products', 'promoCode': '2024NOALCOHOL', 'published': True, 'shortName': ''}]",athletic brewing - run wild non alcoholic ipa can,,,99,General Merchandise,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1009,1128,1663.53,10145.19,0.01065,1219.718309859155,0.5606060606060606
14,bcls,product,20563,0.25404036,BACKCOUNTRY BREWING - TRAILBREAKER PALE ALE TALL CAN,,,Domestic - BC Beer,4.1,[],True,15.79,True,False,2025-01-26T00:00:00.000-08:00,,"Save the GST from December 14, 2024 to February 15, 2025*
This pale ale will likely come across more like a session IPA than most pale ales in the market. Backcountry Brewing kept the malt profile light so that the hops could shine.
",2025-01-26T00:00:00.000-08:00,['On Sale'],2025-03-01T00:00:00.000-08:00,,20563,True,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/20563.jpeg,1382,2025-02-13 14:10:01,,4,"['00627843750109', '00626990360155']",False,,0.473,[],BACKCOUNTRY BREWING - TRAILBREAKER PALE ALE TALL CAN,Pale Ale,Canada,True,,2,2,,,False,84.0, TRAILBREAKER PALE ALE TALL CAN,0.05,Domestic Beer,False,['On Sale'],SR,BC Craft Beer,BACKCOUNTRY BREWING ,CA,,Domestic - BC Micro Brew Beer,,False,False,0,14.79,,False,,,backcountry brewing - trailbreaker pale ale tall can,,2025-03-01T00:00:00.000-08:00,54,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1006,1133,2614.7439999999997,21821.78,0.0946,166.9133192389006,0.42424242424242425
15,bcls,product,20572,0.25031573,BACKCOUNTRY BREWING - WIDOWMAKER IPA TALL CAN,,,Domestic - BC Beer,4.2,[],,17.79,True,False,,,"Save the GST from December 14, 2024 to February 15, 2025*
Backcountry Brewing's signature IPA is made in the east coast style. This style of IPA is characterized by a light malt profile with a big pulpy body that is there to complement the intense juicy character coming from the hops.
",,[],,,20572,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/20572.jpeg,1410,2025-02-13 14:10:01,,4,"['00627843750116', '00626990360162']",False,,0.473,[],BACKCOUNTRY BREWING - WIDOWMAKER IPA TALL CAN,India Pale Ale,Canada,True,,2,2,,,False,97.0, WIDOWMAKER IPA TALL CAN,0.067,Domestic Beer,False,[],SR,BC Craft Beer,BACKCOUNTRY BREWING ,CA,,Domestic - BC Micro Brew Beer,,False,False,0,17.79,,False,,,backcountry brewing - widowmaker ipa tall can,,,90,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1006,1133,2667.72,25083.899999999998,0.126764,140.33952857278092,0.4898989898989899
16,bcls,product,95003,0.25031573,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER,,,Domestic - BC Beer,3.6,[],,33.49,True,False,,,"Save the GST from December 14, 2024 to February 15, 2025*
This mildly hopped craft lager delivers a bold 5.6% ABV, but goes down crisp and clean. It pairs well with game day celebrations, fun in the sun and good times with friends.
",,[],,,95003,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/95003.jpeg,2256,2025-02-13 14:10:01,,24,['00626990411482'],False,,0.355,[],BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER,Lager,Canada,True,,2,2,,,False,106.0, SNEAKY WEASEL CRAFT LAGER,0.055999999999999994,Domestic Beer,False,[],SR,BC Craft Beer,BALDERDASH BREWING ,CA,,Domestic - BC Regional Beer,,False,False,0,33.49,,False,,,balderdash brewing - sneaky weasel craft lager,,,160,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1006,1135,19221.12,75553.44,0.47711999999999993,70.19198524480215,0.5353535353535354
17,bcls,product,20555,0.25404036,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER,,,Domestic - BC Beer,3.9,[],,21.99,True,False,,,"Save the GST from December 14, 2024 to February 15, 2025*
This mildly hopped craft lager delivers a bold 5.6% ABV, but goes down crisp and clean. It pairs well with game day celebrations, fun in the sun and good times with friends.
",,[],,,20555,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/20555.jpeg,3536,2025-02-13 14:10:01,,15,['00626990289258'],False,,0.355,[],BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER,Lager,Canada,True,,2,2,,,False,140.0, SNEAKY WEASEL CRAFT LAGER,0.055999999999999994,Domestic Beer,False,[],G,BC Craft Beer,BALDERDASH BREWING ,CA,,Domestic - BC Regional Beer,,False,False,0,21.99,,False,,,balderdash brewing - sneaky weasel craft lager,,,356,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1006,1135,18829.199999999997,77756.64,0.2981999999999999,73.74245472837023,0.7070707070707071
18,bcls,product,47539,0.25031573,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER CAN,,,Domestic - BC Beer,4.0,['Seasonal Craft Beers'],True,12.79,True,False,2025-01-26T00:00:00.000-08:00,,"Save the GST from December 14, 2024 to February 15, 2025*
This mildly hopped craft lager delivers a bold 5.6% ABV, but goes down crisp and clean. It pairs well with game day celebrations, fun in the sun and good times with friends.
",2025-01-26T00:00:00.000-08:00,['On Sale'],2025-03-01T00:00:00.000-08:00,,47539,True,['Seasonal Craft Beers'],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/47539.jpeg,6358,2025-02-13 14:10:01,,8,['00626990411611'],False,,0.355,[],BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER CAN,Lager,Canada,True,,2,2,,,False,169.0, SNEAKY WEASEL CRAFT LAGER CAN,0.055999999999999994,Domestic Beer,False,['On Sale'],SR,BC Craft Beer,BALDERDASH BREWING ,CA,,Domestic - BC Regional Beer,,False,False,0,11.49,,False,"[{'urlAlias': '/promotion/winter-craft-beers', 'name': 'Seasonal Craft Beers', 'promoCode': '2025JANCRAFTBEER', 'published': True, 'shortName': ''}]","[{'urlAlias': '/promotion/winter-craft-beers', 'name': 'Seasonal Craft Beers', 'promoCode': '2025JANCRAFTBEER', 'published': True, 'shortName': ''}]",balderdash brewing - sneaky weasel craft lager can,,2025-03-01T00:00:00.000-08:00,83,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1006,1135,18056.719999999998,81318.81999999999,0.15904,80.42002012072435,0.8535353535353535
19,bcls,product,198948,0.25404036,BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER TALL CAN,,,Domestic - BC Beer,3.0,[],,2.19,True,False,,,"Save the GST from December 14, 2024 to February 15, 2025*
This mildly hopped craft lager delivers a bold 5.6% ABV, but goes down crisp and clean. It pairs well with game day celebrations, fun in the sun and good times with friends.
",,[],,,198948,,[],http://www.bcliquorstores.com/sites/default/files/imagecache/height400px/198948.jpeg,10158,2025-02-13 14:10:01,,1,['00626990366850'],False,,0.473,[],BALDERDASH BREWING - SNEAKY WEASEL CRAFT LAGER TALL CAN,Lager,Canada,True,,2,2,,,False,124.0, SNEAKY WEASEL CRAFT LAGER TALL CAN,0.055999999999999994,Domestic Beer,False,[],SR,BC Craft Beer,BALDERDASH BREWING ,CA,,Domestic - BC Regional Beer,,False,False,0,2.19,,False,,,balderdash brewing - sneaky weasel craft lager tall can,,,138,Beer,"[{'id': 'empty-placeholder', 'label': '&nbsp;', 'labelLengthWithoutTags': 1}, {'id': 'featured', 'label': 'SAVE THE GST', 'labelLengthWithoutTags': 12}]",True,1000,1006,1135,4804.7339999999995,22246.02,0.026487999999999998,82.67894895801874,0.6262626262626263
